Simplified,Pinyin,Level
快活,kuài huo,6
宽敞,kuān chang,6
宽容,kuān róng,6
款待,kuǎn dài,6
款式,kuǎn shì,6
筐,kuāng,6
况且,kuàng qiě,6
旷课,kuàng kè,6
框架,kuàng jià,6
矿产,kuàng chǎn,6
亏待,kuī dài,6
亏损,kuī sǔn,6
捆绑,kǔn bǎng,6
扩充,kuò chōng,6
扩散,kuò sàn,6
扩张,kuò zhāng,6
啦,lā,6
喇叭,lǎ ba,6
蜡烛,là zhú,6
来历,lái lì,6
来源,lái yuán,6
栏目,lán mù,6
懒惰,lǎn duò,6
狼狈,láng bèi,6
狼吞虎咽,láng tūn hǔ yàn,6
捞,lāo,6
唠叨,láo dao,6
牢固,láo gù,6
牢骚,láo sāo,6
乐趣,lè qù,6
乐意,lè yì,6
雷达,léi dá,6
类似,lèi sì,6
冷酷,lěng kù,6
冷落,lěng luò,6
冷却,lěng què,6
愣,lèng,6
黎明,lí míng,6
理睬,lǐ cǎi,6
理所当然,lǐ suǒ dāng rán,6
理直气壮,lǐ zhí qì zhuàng,6
理智,lǐ zhì,6
礼节,lǐ jié,6
礼尚往来,lǐ shàng wǎng lái,6
里程碑,lǐ chéng bēi,6
例外,lì wài,6
利害,lì hài,6
力求,lì qiú,6
力所能及,lì suǒ néng jí,6
力争,lì zhēng,6
历代,lì dài,6
历来,lì lái,6
立场,lì chǎng,6
立方,lì fāng,6
立交桥,lì jiāo qiáo,6
立体,lì tǐ,6
立足,lì zú,6
粒,lì,6
廉洁,lián jié,6
联欢,lián huān,6
联络,lián luò,6
联盟,lián méng,6
联想,lián xiǎng,6
连年,lián nián,6
连锁,lián suǒ,6
连同,lián tóng,6
良心,liáng xīn,6
晾,liàng,6
谅解,liàng jiě,6
辽阔,liáo kuò,6
列举,liè jǔ,6
临床,lín chuáng,6
淋,lín,6
吝啬,lìn sè,6
伶俐,líng lì,6
凌晨,líng chén,6
灵感,líng gǎn,6
灵魂,líng hún,6
灵敏,líng mǐn,6
零星,líng xīng,6
领会,lǐng huì,6
领事馆,lǐng shì guǎn,6
领土,lǐng tǔ,6
领悟,lǐng wù,6
领先,lǐng xiān,6
领袖,lǐng xiù,6
溜,liū,6
流浪,liú làng,6
流露,liú lù,6
流氓,liú máng,6
流通,liú tōng,6
留恋,liú liàn,6
留念,liú niàn,6
留神,liú shén,6
聋哑,lóng yǎ,6
隆重,lóng zhòng,6
垄断,lǒng duàn,6
笼罩,lǒng zhào,6
搂,lǒu,6
炉灶,lú zào,6
轮船,lún chuán,6
轮廓,lún kuò,6
轮胎,lún tāi,6
论坛,lùn tán,6
论证,lùn zhèng,6
啰唆,luō suo,6
络绎不绝,luò yì bù jué,6
落成,luò chéng,6
落实,luò shí,6
屡次,lǚ cì,6
履行,lǚ xíng,6
掠夺,lüè duó,6
嘛,ma,6
麻痹,má bì,6
麻木,má mù,6
麻醉,má zuì,6
码头,mǎ tóu,6
蚂蚁,mǎ yǐ,6
埋伏,mái fú,6
埋没,mái mò,6
埋葬,mái zàng,6
脉搏,mài bó,6
迈,mài,6
埋怨,mán yuàn,6
慢性,màn xìng,6
漫长,màn cháng,6
漫画,màn huà,6
蔓延,màn yán,6
忙碌,máng lù,6
盲目,máng mù,6
茫茫,máng máng,6
茫然,máng rán,6
冒充,mào chōng,6
冒犯,mào fàn,6
茂盛,mào shèng,6
媒介,méi jiè,6
枚,méi,6
美观,měi guān,6
美满,měi mǎn,6
美妙,měi miào,6
萌芽,méng yá,6
猛烈,měng liè,6
眯,mī,6
弥补,mí bǔ,6
弥漫,mí màn,6
谜语,mí yǔ,6
迷惑,mí huo,6
迷人,mí rén,6
迷信,mí xìn,6
密度,mì dù,6
密封,mì fēng,6
棉花,mián hua,6
免得,miǎn de,6
免疫,miǎn yì,6
勉励,miǎn lì,6
勉强,miǎn qiǎng,6
面貌,miàn mào,6
面子,miàn zi,6
描绘,miáo huì,6
瞄准,miáo zhǔn,6
渺小,miǎo xiǎo,6
藐视,miǎo shì,6
灭亡,miè wáng,6
蔑视,miè shì,6
民间,mín jiān,6
民主,mín zhǔ,6
敏捷,mǐn jié,6
敏锐,mǐn ruì,6
名次,míng cì,6
名额,míng é,6
名副其实,míng fù qí shí,6
名誉,míng yù,6
明明,míng míng,6
明智,míng zhì,6
命名,mìng míng,6
摸索,mō suo,6
摩擦,mó cā,6
模范,mó fàn,6
模式,mó shì,6
模型,mó xíng,6
磨合,mó hé,6
膜,mó,6
魔鬼,mó guǐ,6
魔术,mó shù,6
抹杀,mǒ shā,6
墨水儿,mò shuǐ r,6
莫名其妙,mò míng qí miào,6
默默,mò mò,6
谋求,móu qiú,6
模样,mú yàng,6
母语,mǔ yǔ,6
沐浴,mù yù,6
目睹,mù dǔ,6
目光,mù guāng,6
拿手,ná shǒu,6
纳闷儿,nà mèn r,6
耐用,nài yòng,6
南辕北辙,nán yuán běi zhé,6
难得,nán dé,6
难堪,nán kān,6
难能可贵,nán néng kě guì,6
恼火,nǎo huǒ,6
内涵,nèi hán,6
内幕,nèi mù,6
内在,nèi zài,6
能量,néng liàng,6
拟定,nǐ dìng,6
逆行,nì xíng,6
年度,nián dù,6
捏,niē,6
凝固,níng gù,6
凝聚,níng jù,6
凝视,níng shì,6
拧,níng,6
宁肯,nìng kěn,6
宁愿,nìng yuàn,6
扭转,niǔ zhuǎn,6
纽扣儿,niǔ kòu r,6
农历,nóng lì,6
浓厚,nóng hòu,6
奴隶,nú lì,6
挪,nuó,6
虐待,nüè dài,6
哦,ò,6
殴打,ōu dǎ,6
偶像,ǒu xiàng,6
呕吐,ǒu tù,6
趴,pā,6
徘徊,pái huái,6
排斥,pái chì,6
排除,pái chú,6
排放,pái fàng,6
排练,pái liàn,6
派别,pài bié,6
派遣,pài qiǎn,6
攀登,pān dēng,6
盘旋,pán xuán,6
判决,pàn jué,6
畔,pàn,6
庞大,páng dà,6
抛弃,pāo qì,6
泡沫,pào mò,6
培育,péi yù,6
配备,pèi bèi,6
配偶,pèi ǒu,6
配套,pèi tào,6
盆地,pén dì,6
烹饪,pēng rèn,6
捧,pěng,6
劈,pī,6
批发,pī fā,6
批判,pī pàn,6
疲惫,pí bèi,6
疲倦,pí juàn,6
皮革,pí gé,6
屁股,pì gu,6
譬如,pì rú,6
偏差,piān chā,6
偏见,piān jiàn,6
偏僻,piān pì,6
偏偏,piān piān,6
片断,piàn duàn,6
片刻,piàn kè,6
漂浮,piāo fú,6
飘扬,piāo yáng,6
撇,piē,6
拼搏,pīn bó,6
拼命,pīn mìng,6
贫乏,pín fá,6
贫困,pín kùn,6
频繁,pín fán,6
频率,pín lǜ,6
品尝,pǐn cháng,6
品德,pǐn dé,6
品质,pǐn zhì,6
品种,pǐn zhǒng,6
屏幕,píng mù,6
屏障,píng zhàng,6
平凡,píng fán,6
平面,píng miàn,6
平坦,píng tǎn,6
平行,píng xíng,6
平庸,píng yōng,6
平原,píng yuán,6
评估,píng gū,6
评论,píng lùn,6
坡,pō,6
泼,pō,6
颇,pō,6
破例,pò lì,6
迫不及待,pò bù jí dài,6
迫害,pò hài,6
魄力,pò lì,6
扑,pū,6
铺,pū,6
普及,pǔ jí,6
朴实,pǔ shí,6
朴素,pǔ sù,6
瀑布,pù bù,6
凄凉,qī liáng,6
期望,qī wàng,6
期限,qī xiàn,6
欺负,qī fu,6
欺骗,qī piàn,6
奇妙,qí miào,6
旗袍,qí páo,6
旗帜,qí zhì,6
歧视,qí shì,6
齐全,qí quán,6
齐心协力,qí xīn xié lì,6
乞丐,qǐ gài,6
企图,qǐ tú,6
启程,qǐ chéng,6
启蒙,qǐ méng,6
启事,qǐ shì,6
启示,qǐ shì,6
岂有此理,qǐ yǒu cǐ lǐ,6
起草,qǐ cǎo,6
起初,qǐ chū,6
起伏,qǐ fú,6
起哄,qǐ hòng,6
起码,qǐ mǎ,6
起源,qǐ yuán,6
器材,qì cái,6
器官,qì guān,6
气概,qì gài,6
气功,qì gōng,6
气魄,qì pò,6
气色,qì sè,6
气势,qì shì,6
气味,qì wèi,6
气象,qì xiàng,6
气压,qì yā,6
气质,qì zhí,6
迄今为止,qì jīn wéi zhǐ,6
掐,qiā,6
恰当,qià dàng,6
恰到好处,qià dào hǎo chù,6
恰巧,qià qiǎo,6
洽谈,qià tán,6
千方百计,qiān fāng bǎi jì,6
牵,qiān,6
牵扯,qiān chě,6
牵制,qiān zhì,6
签署,qiān shǔ,6
谦逊,qiān xùn,6
迁就,qiān jiù,6
迁徙,qiān xǐ,6
前景,qián jǐng,6
前提,qián tí,6
潜力,qián lì,6
潜水,qián shuǐ,6
潜移默化,qián yí mò huà,6
谴责,qiǎn zé,6
抢劫,qiāng jié,6
强制,qiáng zhì,6
强迫,qiǎng pò,6
抢救,qiǎng jiù,6
桥梁,qiáo liáng,6
窍门,qiào mén,6
翘,qiào,6
切实,qiè shí,6
锲而不舍,qiè ér bù shě,6
亲密,qīn mì,6
亲热,qīn rè,6
侵犯,qīn fàn,6
侵略,qīn lüè,6
钦佩,qīn pèi,6
勤俭,qín jiǎn,6
勤劳,qín láo,6
倾听,qīng tīng,6
倾向,qīng xiàng,6
倾斜,qīng xié,6
清澈,qīng chè,6
清晨,qīng chén,6
清除,qīng chú,6
清洁,qīng jié,6
清理,qīng lǐ,6
清晰,qīng xī,6
清醒,qīng xǐng,6
清真,qīng zhēn,6
情报,qíng bào,6
情节,qíng jié,6
情理,qíng lǐ,6
情形,qíng xíng,6
晴朗,qíng lǎng,6
请柬,qǐng jiǎn,6
请教,qǐng jiào,6
请示,qǐng shì,6
请帖,qǐng tiě,6
丘陵,qiū líng,6
区分,qū fēn,6
区域,qū yù,6
屈服,qū fú,6
曲折,qū zhé,6
驱逐,qū zhú,6
渠道,qú dào,6
取缔,qǔ dì,6
曲子,qǔ zi,6
趣味,qù wèi,6
圈套,quān tào,6
全局,quán jú,6
全力以赴,quán lì yǐ fù,6
拳头,quán tou,6
权衡,quán héng,6
权威,quán wēi,6
犬,quǎn,6
缺口,quē kǒu,6
缺席,quē xí,6
缺陷,quē xiàn,6
瘸,qué,6
确保,què bǎo,6
确立,què lì,6
确切,què qiè,6
确信,què xìn,6
群众,qún zhòng,6
染,rǎn,6
嚷,rǎng,6
让步,ràng bù,6
饶恕,ráo shù,6
扰乱,rǎo luàn,6
惹祸,rě huò,6
热泪盈眶,rè lèi yíng kuàng,6
热门,rè mén,6
人道,rén dào,6
人格,rén gé,6
人工,rén gōng,6
人家,rén jia,6
人间,rén jiān,6
人士,rén shì,6
人为,rén wéi,6
人性,rén xìng,6
人质,rén zhì,6
仁慈,rén cí,6
忍耐,rěn nài,6
忍受,rěn shòu,6
任命,rèn mìng,6
任性,rèn xìng,6
任意,rèn yì,6
任重道远,rèn zhòng dào yuǎn,6
认定,rèn dìng,6
认可,rèn kě,6
仍旧,réng jiù,6
日新月异,rì xīn yuè yì,6
日益,rì yì,6
容貌,róng mào,6
容纳,róng nà,6
容器,róng qì,6
容忍,róng rěn,6
溶解,róng jiě,6
荣幸,róng xìng,6
荣誉,róng yù,6
融化,róng huà,6
融洽,róng qià,6
揉,róu,6
柔和,róu hé,6
儒家,rú jiā,6
弱点,ruò diǎn,6
若干,ruò gān,6
撒谎,sā huǎng,6
散文,sǎn wén,6
散布,sàn bù,6
散发,sàn fā,6
丧失,sàng shī,6
骚扰,sāo rǎo,6
嫂子,sǎo zi,6
刹车,shā chē,6
啥,shá,6
筛选,shāi xuǎn,6
山脉,shān mài,6
闪烁,shǎn shuò,6
擅长,shàn cháng,6
擅自,shàn zì,6
伤脑筋,shāng nǎo jīn,6
商标,shāng biāo,6
上级,shàng jí,6
上进,shàng jìn,6
上任,shàng rèn,6
上瘾,shàng yǐn,6
上游,shàng yóu,6
尚且,shàng qiě,6
捎,shāo,6
梢,shāo,6
哨,shào,6
奢侈,shē chǐ,6
舌头,shé tou,6
摄氏度,shè shì dù,6
涉及,shè jí,6
社区,shè qū,6
设立,shè lì,6
设想,shè xiǎng,6
设置,shè zhì,6
呻吟,shēn yín,6
深奥,shēn ào,6
深沉,shēn chén,6
深情厚谊,shēn qíng hòu yì,6
申报,shēn bào,6
绅士,shēn shì,6
神经,shén jīng,6
神奇,shén qí,6
神气,shén qì,6
神圣,shén shèng,6
神态,shén tài,6
神仙,shén xiān,6
审查,shěn chá,6
审理,shěn lǐ,6
审美,shěn měi,6
审判,shěn pàn,6
慎重,shèn zhòng,6
渗透,shèn tòu,6
声明,shēng míng,6
声势,shēng shì,6
声誉,shēng yù,6
牲畜,shēng chù,6
生存,shēng cún,6
生机,shēng jī,6
生理,shēng lǐ,6
生疏,shēng shū,6
生态,shēng tài,6
生物,shēng wù,6
生效,shēng xiào,6
生肖,shēng xiào,6
生锈,shēng xiù,6
生育,shēng yù,6
省会,shěng huì,6
盛产,shèng chǎn,6
盛开,shèng kāi,6
盛情,shèng qíng,6
盛行,shèng xíng,6
胜负,shèng fù,6
失事,shī shì,6
失误,shī wù,6
失踪,shī zōng,6
尸体,shī tǐ,6
师范,shī fàn,6
施加,shī jiā,6
施展,shī zhǎn,6
十足,shí zú,6
实惠,shí huì,6
实力,shí lì,6
实施,shí shī,6
实事求是,shí shì qiú shì,6
实行,shí xíng,6
实质,shí zhì,6
拾,shí,6
时常,shí cháng,6
时而,shí ér,6
时光,shí guāng,6
时机,shí jī,6
时事,shí shì,6
石油,shí yóu,6
识别,shí bié,6
使命,shǐ mìng,6
世代,shì dài,6
事故,shì gù,6
事迹,shì jì,6
事件,shì jiàn,6
事态,shì tài,6
事务,shì wù,6
事项,shì xiàng,6
事业,shì yè,6
势必,shì bì,6
势力,shì li,6
是非,shì fēi,6
示范,shì fàn,6
示威,shì wēi,6
示意,shì yì,6
视力,shì lì,6
视频,shì pín,6
视线,shì xiàn,6
视野,shì yě,6
试图,shì tú,6
试验,shì yàn,6
适宜,shì yí,6
逝世,shì shì,6
释放,shì fàng,6
收藏,shōu cáng,6
收缩,shōu suō,6
收益,shōu yì,6
收音机,shōu yīn jī,6
守护,shǒu hù,6
手法,shǒu fǎ,6
手势,shǒu shì,6
手艺,shǒu yì,6
首饰,shǒu shì,6
首要,shǒu yào,6
受罪,shòu zuì,6
授予,shòu yǔ,6
书法,shū fǎ,6
书记,shū ji,6
书籍,shū jí,6
书面,shū miàn,6
疏忽,shū hu,6
疏远,shū yuǎn,6
舒畅,shū chàng,6
数额,shù é,6
束,shù,6
束缚,shù fù,6
树立,shù lì,6
竖,shù,6
耍,shuǎ,6
衰老,shuāi lǎo,6
衰退,shuāi tuì,6
率领,shuài lǐng,6
涮火锅,shuàn huǒ guō,6
双胞胎,shuāng bāo tāi,6
爽快,shuǎng kuài,6
水利,shuǐ lì,6
水龙头,shuǐ lóng tóu,6
水泥,shuǐ ní,6
瞬间,shùn jiān,6
司法,sī fǎ,6
司令,sī lìng,6
思念,sī niàn,6
思索,sī suǒ,6
思维,sī wéi,6
斯文,sī wen,6
私自,sī zì,6
死亡,sǐ wáng,6
四肢,sì zhī,6
寺庙,sì miào,6
肆无忌惮,sì wú jì dàn,6
饲养,sì yǎng,6
耸,sǒng,6
艘,sōu,6
苏醒,sū xǐng,6
俗话,sú huà,6
塑造,sù zào,6
素食,sù shí,6
素质,sù zhì,6
诉讼,sù sòng,6
算数,suàn shù,6
随即,suí jí,6
随意,suí yì,6
岁月,suì yuè,6
隧道,suì dào,6
损坏,sǔn huài,6
索取,suǒ qǔ,6
索性,suǒ xìng,6
塌,tā,6
踏实,tā shi,6
塔,tǎ,6
台风,tái fēng,6
太空,tài kōng,6
泰斗,tài dǒu,6
摊,tān,6
瘫痪,tān huàn,6
贪婪,tān lán,6
贪污,tān wū,6
弹性,tán xìng,6
坦白,tǎn bái,6
叹气,tàn qì,6
探测,tàn cè,6
探索,tàn suǒ,6
探讨,tàn tǎo,6
探望,tàn wàng,6
倘若,tǎng ruò,6
掏,tāo,6
滔滔不绝,tāo tāo bù jué,6
淘汰,táo tài,6
陶瓷,táo cí,6
陶醉,táo zuì,6
讨好,tǎo hǎo,6
特长,tè cháng,6
特定,tè dìng,6
特意,tè yì,6
提拔,tí bá,6
提炼,tí liàn,6
提示,tí shì,6
提议,tí yì,6
题材,tí cái,6
体裁,tǐ cái,6
体积,tǐ jī,6
体谅,tǐ liàng,6
体面,tǐ miàn,6
体系,tǐ xì,6
天才,tiān cái,6
天赋,tiān fù,6
天伦之乐,tiān lún zhī lè,6
天然气,tiān rán qì,6
天生,tiān shēng,6
天堂,tiān táng,6
天文,tiān wén,6
田径,tián jìng,6
田野,tián yě,6
舔,tiǎn,6
挑剔,tiāo ti,6
条款,tiáo kuǎn,6
条理,tiáo lǐ,6
条约,tiáo yuē,6
调和,tiáo hé,6
调剂,tiáo jì,6
调节,tiáo jié,6
调解,tiáo jiě,6
调料,tiáo liào,6
挑拨,tiǎo bō,6
挑衅,tiǎo xìn,6
跳跃,tiào yuè,6
亭子,tíng zi,6
停泊,tíng bó,6
停顿,tíng dùn,6
停滞,tíng zhì,6
挺拔,tǐng bá,6
通货膨胀,tōng huò péng zhàng,6
通缉,tōng jī,6
通俗,tōng sú,6
通讯,tōng xùn,6
通用,tōng yòng,6
同胞,tóng bāo,6
同志,tóng zhì,6
童话,tóng huà,6
铜,tóng,6
统筹兼顾,tǒng chóu jiān gù,6
统计,tǒng jì,6
统统,tǒng tǒng,6
统治,tǒng zhì,6
投机,tóu jī,6
投票,tóu piào,6
投诉,tóu sù,6
投降,tóu xiáng,6
投掷,tóu zhì,6
透露,tòu lù,6
秃,tū,6
突破,tū pò,6
图案,tú àn,6
徒弟,tú dì,6
涂抹,tú mǒ,6
途径,tú jìng,6
土壤,tǔ rǎng,6
团结,tuán jié,6
团体,tuán tǐ,6
团圆,tuán yuán,6
推测,tuī cè,6
推翻,tuī fān,6
推理,tuī lǐ,6
推论,tuī lùn,6
推销,tuī xiāo,6
吞吞吐吐,tūn tūn tǔ tǔ,6
托运,tuō yùn,6
拖延,tuō yán,6
脱离,tuō lí,6
妥当,tuǒ dang,6
妥善,tuǒ shàn,6
妥协,tuǒ xié,6
椭圆,tuǒ yuán,6
唾弃,tuò qì,6
哇,wa,6
挖掘,wā jué,6
娃娃,wá wa,6
瓦解,wǎ jiě,6
歪曲,wāi qū,6
外表,wài biǎo,6
外行,wài háng,6
外界,wài jiè,6
外向,wài xiàng,6
丸,wán,6
完备,wán bèi,6
完毕,wán bì,6
玩弄,wán nòng,6
玩意儿,wán yì r,6
顽固,wán gù,6
顽强,wán qiáng,6
惋惜,wǎn xī,6
挽回,wǎn huí,6
挽救,wǎn jiù,6
万分,wàn fēn,6
往常,wǎng cháng,6
往事,wǎng shì,6
妄想,wàng xiǎng,6
危机,wēi jī,6
威风,wēi fēng,6
威力,wēi lì,6
威望,wēi wàng,6
威信,wēi xìn,6
微不足道,wēi bù zú dào,6
微观,wēi guān,6
为难,wéi nán,6
为期,wéi qī,6
唯独,wéi dú,6
维持,wéi chí,6
维护,wéi hù,6
维生素,wéi shēng sù,6
违背,wéi bèi,6
伪造,wěi zào,6
委托,wěi tuō,6
委员,wěi yuán,6
卫星,wèi xīng,6
慰问,wèi wèn,6
未免,wèi miǎn,6
畏惧,wèi jù,6
蔚蓝,wèi lán,6
温带,wēn dài,6
温和,wēn hé,6
文凭,wén píng,6
文物,wén wù,6
文献,wén xiàn,6
文雅,wén yǎ,6
文艺,wén yì,6
问世,wèn shì,6
窝,wō,6
乌黑,wū hēi,6
污蔑,wū miè,6
诬陷,wū xiàn,6
无比,wú bǐ,6
无偿,wú cháng,6
无耻,wú chǐ,6
无动于衷,wú dòng yú zhōng,6
无非,wú fēi,6
无辜,wú gū,6
无精打采,wú jīng dǎ cǎi,6
无赖,wú lài,6
无理取闹,wú lǐ qǔ nào,6
无能为力,wú néng wéi lì,6
无穷无尽,wú qióng wú jìn,6
无微不至,wú wēi bù zhì,6
无忧无虑,wú yōu wú lǜ,6
无知,wú zhī,6
侮辱,wǔ rǔ,6
武器,wǔ qì,6
武侠,wǔ xiá,6
武装,wǔ zhuāng,6
舞蹈,wǔ dǎo,6
务必,wù bì,6
物美价廉,wù měi jià lián,6
物业,wù yè,6
物资,wù zī,6
误差,wù chā,6
误解,wù jiě,6
夕阳,xī yáng,6
昔日,xī rì,6
溪,xī,6
熄灭,xī miè,6
牺牲,xī shēng,6
膝盖,xī gài,6
习俗,xí sú,6
媳妇,xí fu,6
袭击,xí jī,6
喜闻乐见,xǐ wén lè jiàn,6
喜悦,xǐ yuè,6
系列,xì liè,6
细菌,xì jūn,6
细胞,xì bāo,6
细致,xì zhì,6
峡谷,xiá gǔ,6
狭隘,xiá ài,6
狭窄,xiá zhǎi,6
霞,xiá,6
下属,xià shǔ,6
先进,xiān jìn,6
先前,xiān qián,6
掀起,xiān qǐ,6
纤维,xiān wéi,6
鲜明,xiān míng,6
嫌,xián,6
嫌疑,xián yí,6
弦,xián,6
衔接,xián jiē,6
贤惠,xián huì,6
闲话,xián huà,6
显著,xiǎn zhù,6
宪法,xiàn fǎ,6
现场,xiàn chǎng,6
现成,xiàn chéng,6
现状,xiàn zhuàng,6
线索,xiàn suǒ,6
陷害,xiàn hài,6
陷阱,xiàn jǐng,6
陷入,xiàn rù,6
馅儿,xiàn r,6
乡镇,xiāng zhèn,6
相差,xiāng chà,6
相等,xiāng děng,6
相辅相成,xiāng fǔ xiāng chéng,6
相应,xiāng yìng,6
镶嵌,xiāng qiàn,6
响亮,xiǎng liàng,6
响应,xiǎng yìng,6
想方设法,xiǎng fāng shè fǎ,6
向导,xiàng dǎo,6
向来,xiàng lái,6
向往,xiàng wǎng,6
巷,xiàng,6
相声,xiàng sheng,6
消除,xiāo chú,6
消毒,xiāo dú,6
消防,xiāo fáng,6
消耗,xiāo hào,6
消灭,xiāo miè,6
潇洒,xiāo sǎ,6
销毁,xiāo huǐ,6
小心翼翼,xiǎo xīn yì yì,6
效益,xiào yì,6
肖像,xiào xiàng,6
协会,xié huì,6
协商,xié shāng,6
协调,xié tiáo,6
协议,xié yì,6
协助,xié zhù,6
携带,xié dài,6
屑,xiè,6
泄露,xiè lù,6
泄气,xiè qì,6
谢绝,xiè jué,6
心得,xīn dé,6
心甘情愿,xīn gān qíng yuàn,6
心灵,xīn líng,6
心态,xīn tài,6
心疼,xīn téng,6
心血,xīn xuè,6
心眼儿,xīn yǎn r,6
新陈代谢,xīn chén dài xiè,6
新郎,xīn láng,6
新娘,xīn niáng,6
新颖,xīn yǐng,6
欣慰,xīn wèi,6
欣欣向荣,xīn xīn xiàng róng,6
薪水,xīn shuǐ,6
辛勤,xīn qín,6
信赖,xìn lài,6
信念,xìn niàn,6
信仰,xìn yǎng,6
信誉,xìn yù,6
兴高采烈,xīng gāo cǎi liè,6
兴隆,xīng lóng,6
兴旺,xīng wàng,6
腥,xīng,6
刑事,xíng shì,6
形态,xíng tài,6
行政,xíng zhèng,6
兴致勃勃,xìng zhì bó bó,6
性感,xìng gǎn,6
性命,xìng mìng,6
性能,xìng néng,6
凶恶,xiōng è,6
凶手,xiōng shǒu,6
汹涌,xiōng yǒng,6
胸怀,xiōng huái,6
胸膛,xiōng táng,6
雄厚,xióng hòu,6
雄伟,xióng wěi,6
修复,xiū fù,6
修建,xiū jiàn,6
修养,xiū yǎng,6
羞耻,xiū chǐ,6
嗅觉,xiù jué,6
绣,xiù,6
虚假,xū jiǎ,6
虚荣,xū róng,6
虚伪,xū wěi,6
需求,xū qiú,6
须知,xū zhī,6
许可,xǔ kě,6
序言,xù yán,6
畜牧,xù mù,6
酗酒,xù jiǔ,6
喧哗,xuān huá,6
宣誓,xuān shì,6
宣扬,xuān yáng,6
悬挂,xuán guà,6
悬念,xuán niàn,6
悬殊,xuán shū,6
悬崖峭壁,xuán yá qiào bì,6
旋律,xuán lǜ,6
旋转,xuán zhuǎn,6
选拔,xuǎn bá,6
选举,xuǎn jǔ,6
选手,xuǎn shǒu,6
炫耀,xuàn yào,6
削,xuē,6
削弱,xuē ruò,6
学说,xué shuō,6
学位,xué wèi,6
雪上加霜,xuě shàng jiā shuāng,6
血压,xuè yā,6
熏陶,xūn táo,6
寻觅,xún mì,6
巡逻,xún luó,6
循环,xún huán,6
循序渐进,xún xù jiàn jìn,6
压迫,yā pò,6
压岁钱,yā suì qián,6
压缩,yā suō,6
压抑,yā yì,6
压榨,yā zhà,6
压制,yā zhì,6
鸦雀无声,yā què wú shēng,6
亚军,yà jūn,6
淹没,yān mò,6
烟花爆竹,yān huā bào zhú,6
严峻,yán jùn,6
严寒,yán hán,6
严禁,yán jìn,6
严厉,yán lì,6
严密,yán mì,6
岩石,yán shí,6
延期,yán qī,6
延伸,yán shēn,6
延续,yán xù,6
沿海,yán hǎi,6
炎热,yán rè,6
言论,yán lùn,6
掩盖,yǎn gài,6
掩护,yǎn hù,6
掩饰,yǎn shì,6
演变,yǎn biàn,6
演习,yǎn xí,6
演绎,yǎn yì,6
演奏,yǎn zòu,6
眼光,yǎn guāng,6
眼色,yǎn sè,6
眼神,yǎn shén,6
厌恶,yàn wù,6
验收,yàn shōu,6
验证,yàn zhèng,6
氧气,yǎng qì,6
样品,yàng pǐn,6
摇摆,yáo bǎi,6
摇滚,yáo gǔn,6
谣言,yáo yán,6
遥控,yáo kòng,6
遥远,yáo yuǎn,6
耀眼,yào yǎn,6
要点,yào diǎn,6
要命,yào mìng,6
要素,yào sù,6
野蛮,yě mán,6
野心,yě xīn,6
液体,yè tǐ,6
一流,yī liú,6
一如既往,yī rú jì wǎng,6
依旧,yī jiù,6
依据,yī jù,6
依靠,yī kào,6
依赖,yī lài,6
依托,yī tuō,6
衣裳,yī shang,6
一度,yí dù,6
一贯,yí guàn,6
一目了然,yí mù liǎo rán,6
一向,yí xiàng,6
仪器,yí qì,6
仪式,yí shì,6
疑惑,yí huò,6
遗产,yí chǎn,6
遗传,yí chuán,6
遗留,yí liú,6
遗失,yí shī,6
以便,yǐ biàn,6
以免,yǐ miǎn,6
以往,yǐ wǎng,6
以至,yǐ zhì,6
以致,yǐ zhì,6
一帆风顺,yì fān fēng shùn,6
一举两得,yì jǔ liǎng dé,6
一丝不苟,yì sī bù gǒu,6
亦,yì,6
异常,yì cháng,6
意料,yì liào,6
意识,yì shí,6
意图,yì tú,6
意味着,yì wèi zhe,6
意向,yì xiàng,6
意志,yì zhì,6
毅力,yì lì,6
毅然,yì rán,6
翼,yì,6
阴谋,yīn móu,6
音响,yīn xiǎng,6
引导,yǐn dǎo,6
引擎,yǐn qíng,6
引用,yǐn yòng,6
隐蔽,yǐn bì,6
隐患,yǐn huàn,6
隐瞒,yǐn mán,6
隐私,yǐn sī,6
隐约,yǐn yuē,6
饮食,yǐn shí,6
婴儿,yīng ér,6
英明,yīng míng,6
英勇,yīng yǒng,6
盈利,yíng lì,6
迎面,yíng miàn,6
应酬,yìng chou,6
应邀,yìng yāo,6
庸俗,yōng sú,6
拥护,yōng hù,6
拥有,yōng yǒu,6
勇于,yǒng yú,6
永恒,yǒng héng,6
涌现,yǒng xiàn,6
踊跃,yǒng yuè,6
用户,yòng hù,6
优胜劣汰,yōu shèng liè tài,6
优先,yōu xiān,6
优异,yōu yì,6
优越,yōu yuè,6
忧郁,yōu yù,6
油腻,yóu nì,6
油漆,yóu qī,6
犹如,yóu rú,6
有条不紊,yǒu tiáo bù wěn,6
幼稚,yòu zhì,6
诱惑,yòu huò,6
愚蠢,yú chǔn,6
愚昧,yú mèi,6
渔民,yú mín,6
舆论,yú lùn,6
与日俱增,yǔ rì jù zēng,6
宇宙,yǔ zhòu,6
羽绒服,yǔ róng fú,6
寓言,yù yán,6
愈,yù,6
欲望,yù wàng,6
熨,yù,6
玉,yù,6
预料,yù liào,6
预期,yù qī,6
预算,yù suàn,6
预先,yù xiān,6
